Mi-Yen Yeh-->dasfaa:0.710320223238,tkde:0.681235077363,dawak:0.600396583144,vldb:0.592377304885,dmkd:0.556184105837,kais:0.553054002682,dexa:0.51264946879,widm:0.50457100222,cikm:0.499471629538,asunam:0.489100280583,dolap:0.485356711901,tsdm:0.480619412715,icwsm:0.41510104149,kdd:0.414428087377,kdid:0.389655339203,pakdd:0.37794951301,datamine:0.371313744233,tkdd:0.353906031952,cinq:0.338322985229,sdm:0.336661107636,icdm:0.330365229765,www:0.316049577896,adma:0.280582908604,sadm:0.256430829391,dmkdttt:0.256001189814,mlg:0.252862705679,ideal:0.22893527699,pkdd:0.227811166114,ijbidm:0.226067586654,sigkdd:0.222630952946,ida:0.218183710793,dw:0.218104231192,minenet:0.205878689376,cidm:0.196768587875,dmdw:0.19371604672,ausdm:0.190015044981,classification:0.180670296453,ijdmmm:0.171579099291,dmin:0.169761241707,mldm:0.166009720731,casdmkm:0.145984645415,fimi:0.136601872304,iat:0.12935991543,aisadm:0.129254672631,admi:0.129145088433,riao:0.116213762954,dis:0.109155121173,wkdd:0.109018120527,ijdmb:0.104297016732,webmine:0.0988049572421,incdm:0.0968938198331,ijkedm:0.0954567769181,ijict:0.0936848062385,tgis:0.0926235759999,jaif:0.0886984018732,itpro:0.0880302408302,vdmb:0.082384452142,isjgp:0.0741009847889,dq:0.0722170075919,biodatamining:0.0708310726884,icetet:0.0695597249622,edm:0.0600252341135,dmo:0.0579828028095,oir:0.051827908333,csda:0.050874023197,grc:0.0501767635413,inffus:0.0383358166469,jecr:0.0340306335126,ipl:0.0329280416438,jkm:0.0254212918834,trs:0.0252865893256,kelsi:0.024210583652,ijicte:0.0177829842893,ijkm:0.0170692755688
Ralf Knackstedt-->dasfaa:0.736138747851,vldb:0.569823822743,dexa:0.519138129573,dw:0.447084378287,tkde:0.411356598653,cikm:0.373348094108,widm:0.259233343528,mlg:0.251573060371,dolap:0.223865621881,kais:0.212445877571,www:0.161148259198,dawak:0.139350488856,itpro:0.138990935567,tgis:0.13647877521,cinq:0.132173003428,isjgp:0.10745170236,riao:0.106393165859,dmkd:0.0604940958287,jaif:0.0588733523502,casdmkm:0.0432782881713,dmdw:0.0362580916847,ipl:0.0356408277739,csda:0.0321222525972,sigkdd:0.0267378995995,ijbidm:0.0251529325747,classification:0.0246662987998,aisadm:0.0236790037974,sadm:0.0232533677534,ijkm:0.0220365797111,webmine:0.0218480140459,dq:0.0192362367183,minenet:0.0192231482473,ijicte:0.0187083131265,ijdmmm:0.0182949450017,jkm:0.0171873674478,dmo:0.0133231663167,jecr:0.0123984234535,ideal:0.0118304842635,oir:0.0113524131686,ida:0.0100089171104,adma:0.00947719336555,admi:0.00893887998836,dmin:0.00853547765828,cidm:0.0081524301421,icdm:0.008140593485,mldm:0.00730759127312,pkdd:0.00722408102018,ijdmb:0.00643060846559,ijict:0.00624121345344,sdm:0.00505247105854,biodatamining:0.00461527662813,kdd:0.0044882627801,edm:0.0044663271642,vdmb:0.00412548436227,kelsi:0.00340568012778,icwsm:0.00304898490793,inffus:0.00222484808487,asunam:0.000841310559039,kdid:0.000828581042629,ausdm:0.0,datamine:0.0,pakdd:0.0,tkdd:0.0,iat:0.0,ijkedm:0.0,icetet:0.0,wkdd:0.0,tsdm:0.0,dmkdttt:0.0,fimi:0.0,grc:0.0,incdm:0.0,trs:0.0,dis:0.0
Wei Peng-->asunam:0.670828919751,icwsm:0.628360978356,classification:0.437962457733,adma:0.409989989235,sdm:0.385792376547,kais:0.385688533544,icdm:0.38277889877,sadm:0.38264785231,tkdd:0.372638940855,tsdm:0.372488734205,ida:0.354990689824,pakdd:0.335710403772,www:0.333535432499,datamine:0.330467639909,kdd:0.324921620697,cidm:0.317421877857,ijdmmm:0.286580228311,ideal:0.284525108554,dmin:0.276525578217,ijbidm:0.266468649856,dawak:0.249948232446,pkdd:0.245651135529,iat:0.24503858278,cikm:0.235586905151,widm:0.223357070003,mldm:0.221126199958,tkde:0.199693667771,grc:0.192425633291,vdmb:0.189489777485,ijkedm:0.162041543253,webmine:0.161034393774,dmo:0.157302627192,trs:0.149880945437,mlg:0.149225179138,aisadm:0.147658228069,dmkd:0.143290120848,dmdw:0.143125509077,dasfaa:0.138759557313,wkdd:0.136610429765,sigkdd:0.131766170897,ijict:0.131379820737,minenet:0.121172086348,dexa:0.12097588365,dis:0.119800937422,dmkdttt:0.116479947422,incdm:0.109559132867,ausdm:0.104701660534,ijdmb:0.103601241953,jaif:0.0994773187257,dolap:0.0906089407394,icetet:0.0886373339504,edm:0.0882311738366,biodatamining:0.0877977307644,ipl:0.0801539147813,kelsi:0.0753466035676,vldb:0.0721270255133,riao:0.0715409319633,csda:0.0626296942629,oir:0.0569504117602,fimi:0.0549744739726,inffus:0.0545702709711,dw:0.0473542121621,tgis:0.0465068698426,jkm:0.0449898293668,ijkm:0.0420281685663,casdmkm:0.0371409638716,kdid:0.0211634085991,cinq:0.0153170152652,admi:0.0127800668351,itpro:0.0123869394413,ijicte:0.0111387382967,isjgp:0.010719595132,jecr:0.0100566181939,dq:0.00898174162453
Solange Oliveira Rezende-->pkdd:0.756078853485,mldm:0.66605312269,icdm:0.643656439381,sdm:0.61398501795,adma:0.596451766993,tkdd:0.5884003102,pakdd:0.527501788273,kdd:0.472321137396,ida:0.467214780947,cidm:0.447381346688,kais:0.433627219326,dis:0.407172750422,mlg:0.403866808568,datamine:0.350610307507,ideal:0.344194055518,ijdmmm:0.273295109768,cikm:0.268886290885,ijdmb:0.268503674695,sadm:0.265490853121,dmin:0.228053762336,incdm:0.218390450978,edm:0.203632361987,dmo:0.141448949408,tkde:0.136772531842,ausdm:0.110831235742,jaif:0.108434057062,ijbidm:0.103209587623,dmkdttt:0.102462105837,minenet:0.101583553379,sigkdd:0.0931799664371,icetet:0.0925964072503,wkdd:0.0901329504892,aisadm:0.0798106604843,biodatamining:0.0792278241816,classification:0.0739648706565,dawak:0.0718935455348,tsdm:0.0661441143585,grc:0.0658216986613,kdid:0.0611550707708,cinq:0.0595974641576,inffus:0.0540895119117,dmkd:0.0447872547343,ijkedm:0.0380119395437,webmine:0.0335030308236,fimi:0.0325543642467,ijict:0.0304519424962,widm:0.0287617060097,isjgp:0.0265766856987,trs:0.0221964983816,dq:0.0210426071435,csda:0.0167013366964,admi:0.0164870875747,casdmkm:0.0162430911737,iat:0.00718927649835,www:0.0,itpro:0.0,dmdw:0.0,dexa:0.0,ipl:0.0,dw:0.0,vdmb:0.0,ijkm:0.0,dasfaa:0.0,oir:0.0,kelsi:0.0,ijicte:0.0,riao:0.0,tgis:0.0,vldb:0.0,jkm:0.0,dolap:0.0,jecr:0.0,icwsm:0.0,asunam:0.0
Katsuhiko Takabayashi-->kelsi:0.727213485673,vdmb:0.647683931782,dis:0.59249610636,cinq:0.572949943833,ausdm:0.572271841525,biodatamining:0.539594055373,ijdmb:0.524978841892,aisadm:0.477474821373,incdm:0.47213730581,ijkedm:0.459273059798,kdid:0.445512934082,ijbidm:0.373047296112,casdmkm:0.369754369283,admi:0.309327061468,ijdmmm:0.302567796467,ida:0.291552694596,sigkdd:0.256347927328,dmin:0.243969445628,adma:0.240140786434,pakdd:0.238726244583,dmo:0.238447965472,cidm:0.226590729562,ideal:0.209489548484,mlg:0.203260294953,widm:0.201186038786,inffus:0.193629595918,kdd:0.184924092096,mldm:0.18105105051,pkdd:0.18085568084,ijict:0.169724337299,icetet:0.163840649574,datamine:0.160296711777,icdm:0.159025927307,kais:0.146539256922,jaif:0.14158062179,webmine:0.125468514837,dmkd:0.125273397512,tkdd:0.116078982938,grc:0.115932759372,riao:0.111677322252,dawak:0.108908595155,sadm:0.105815531252,dexa:0.101032179397,trs:0.0907257344855,cikm:0.0902860595385,vldb:0.0814351714325,tkde:0.0643853017095,sdm:0.0572041603662,dasfaa:0.056931528967,www:0.0568606266374,icwsm:0.0523934905011,minenet:0.0343985554449,jecr:0.0322300181292,tsdm:0.0318370610209,oir:0.0308713858308,tgis:0.0273911651246,isjgp:0.0218223247645,edm:0.0216761870198,iat:0.0202707944645,wkdd:0.0202255519264,dmkdttt:0.0182918785325,ijkm:0.0131135307761,asunam:0.0124628414771,classification:0.0118310879344,ipl:0.00871406687842,ijicte:0.00845750596674,dolap:0.00749924191282,jkm:0.00570538256249,itpro:0.0,dmdw:0.0,dw:0.0,csda:0.0,dq:0.0,fimi:0.0
Dimitris K. Tasoulis-->dawak:0.465131871004,dmkdttt:0.434517399554,dmdw:0.410075823958,ida:0.373112667773,dolap:0.336493939061,sadm:0.330349918625,classification:0.314957797549,cidm:0.309122105258,ijbidm:0.301656007492,dmkd:0.297286017686,ijdmb:0.265598540389,adma:0.259172438324,icdm:0.254640502866,sdm:0.254106269235,kais:0.251539517738,pakdd:0.24312922954,datamine:0.242542130059,ideal:0.241477533806,dmin:0.231992356689,tsdm:0.217448019516,incdm:0.202931911981,vdmb:0.201806115005,csda:0.197815911564,mldm:0.194905647722,ausdm:0.17264123597,ijdmmm:0.16813736298,kdd:0.158311047706,dmo:0.154767828017,webmine:0.139356253372,tkde:0.133270929253,dasfaa:0.13110170562,widm:0.123707424666,pkdd:0.120743728903,jaif:0.103291284963,vldb:0.0983276094393,inffus:0.0945262339291,ijkedm:0.0910904861001,tkdd:0.0890953827035,dis:0.0883051081429,cikm:0.0855670774862,icetet:0.08045064059,biodatamining:0.0727603483192,grc:0.0628852187168,wkdd:0.0497944646735,dq:0.0485566394102,fimi:0.0478945405893,tgis:0.0466986621715,ijict:0.0463479576321,admi:0.0456234460515,sigkdd:0.0424097211829,www:0.0391959126519,minenet:0.0376774557776,isjgp:0.0357704708092,dexa:0.0326847024845,trs:0.0274829836505,riao:0.0265795911731,oir:0.0240289146641,mlg:0.0200442533486,iat:0.0188787360536,aisadm:0.0176908147984,icwsm:0.0170154291166,itpro:0.0167691234692,ipl:0.0150181198818,kelsi:0.0141079512815,edm:0.0103951584792,dw:0.0100092547279,kdid:0.00802797390479,asunam:0.00719027776586,jkm:0.00645518230912,ijkm:0.00537628556272,cinq:0.0040408103131,ijicte:0.0,jecr:0.0,casdmkm:0.0
Hongmei Zhang-->csda:0.525045103976,classification:0.284046926435,icetet:0.210872644588,sadm:0.145512819808,jaif:0.137790327534,incdm:0.133975781982,ideal:0.124128053572,ida:0.104342489004,dis:0.0925831250064,kelsi:0.065733548377,inffus:0.0617476621862,tkdd:0.0589560864558,iat:0.051803758892,dexa:0.0513156231178,vldb:0.0505532245917,jecr:0.0502747110853,sdm:0.0499050662538,minenet:0.0384268880989,aisadm:0.0349277060755,ijict:0.0339989408142,tsdm:0.0337132177011,tkde:0.0319126348811,tgis:0.0281056073491,dq:0.0268366494658,vdmb:0.0251731032939,mlg:0.024827655665,cikm:0.0247118443939,dmin:0.0239774656068,ijdmb:0.0236282434154,casdmkm:0.0235352406555,icwsm:0.0227316726563,ipl:0.02209295462,wkdd:0.021915645716,biodatamining:0.0213080638049,riao:0.0211935874759,isjgp:0.0191707211045,dmo:0.0177588050096,admi:0.0168955389575,adma:0.0167449536336,dasfaa:0.0165146378136,widm:0.0145319604527,ijkm:0.0140184048696,itpro:0.0139392325095,edm:0.012345993007,ijbidm:0.0121708378519,jkm:0.0117599961162,ijkedm:0.0117594712606,ijicte:0.0113216278003,oir:0.00924511881625,ijdmmm:0.00887043445098,dawak:0.00865384876498,cinq:0.00821524335706,ausdm:0.00820394757163,kdd:0.0079984829021,sigkdd:0.00769654247069,dmkdttt:0.00749189631786,asunam:0.0071401541764,trs:0.0066002110611,dolap:0.00646409403216,grc:0.00567685669431,kdid:0.00482865321636,webmine:0.0,www:0.0,dmdw:0.0,icdm:0.0,dw:0.0,datamine:0.0,pkdd:0.0,pakdd:0.0,mldm:0.0,cidm:0.0,dmkd:0.0,fimi:0.0,kais:0.0
Ibrahim Kamel-->dmkdttt:0.423813006207,ipl:0.384440969416,dmdw:0.353482382591,dawak:0.344299920082,dolap:0.313898935722,dmo:0.250063138063,ijdmb:0.227787553627,vldb:0.215283747584,dmkd:0.207891095532,ida:0.182681015904,ijbidm:0.170373663096,dmin:0.169737224645,ausdm:0.168011433293,ideal:0.165864837381,tkde:0.16041500329,mldm:0.153797379338,cidm:0.149670275291,dasfaa:0.145157728143,sadm:0.140389672852,classification:0.139228635398,dexa:0.128836355267,casdmkm:0.127320551025,icdm:0.106627298272,incdm:0.102153181553,adma:0.0970173206128,datamine:0.0962667828418,iat:0.0959363448128,dis:0.0953646162327,kais:0.0943278162914,pakdd:0.0913982395038,cikm:0.0909381344225,aisadm:0.0885989336298,mlg:0.0842834123709,icetet:0.0835010107569,ijdmmm:0.0832000978757,sdm:0.0816308120206,minenet:0.0798453575399,pkdd:0.0781027412376,admi:0.0726625376766,kdd:0.0674179186193,widm:0.0667858127922,dq:0.0630857376492,tgis:0.0612618099921,jaif:0.0612090202005,ijict:0.0523407313897,ijkedm:0.0484057537501,kelsi:0.047038767345,tsdm:0.0425734017352,riao:0.0422328205633,sigkdd:0.0406672272158,ijkm:0.0308274756609,grc:0.029601249845,inffus:0.0233764246758,edm:0.0232022374422,csda:0.0225315188703,vdmb:0.0223946367804,trs:0.0204464009065,biodatamining:0.0195936279294,tkdd:0.0193429499587,wkdd:0.0184998659377,isjgp:0.0146983368989,jecr:0.0125913863899,jkm:0.0103214868786,fimi:0.0086093345118,webmine:0.00539232519318,asunam:0.00364198960264,kdid:0.0029335930171,itpro:0.00248109736965,www:0.0,dw:0.0,oir:0.0,ijicte:0.0,cinq:0.0,icwsm:0.0
Jane Yung-jen Hsu-->dw:0.488624014355,asunam:0.386211714436,icwsm:0.339911675724,icetet:0.295676331916,minenet:0.250796282468,dexa:0.230198277453,ideal:0.194508676364,kdd:0.187903157202,dmin:0.182545866952,icdm:0.181060754025,kais:0.176809921586,www:0.175468143258,tkdd:0.174960733336,ausdm:0.172171737437,ijkedm:0.169391354964,iat:0.166533491741,adma:0.161408235628,jaif:0.158937212246,vdmb:0.14915206209,ijdmmm:0.145330104751,sdm:0.136120361841,dasfaa:0.133086927724,pakdd:0.12754740226,cidm:0.125971566221,aisadm:0.120060538892,wkdd:0.117004586406,incdm:0.116991911184,vldb:0.116899406205,ijict:0.114487858678,cikm:0.112454019288,dq:0.10318616895,riao:0.102289191848,tkde:0.0997488989103,datamine:0.0971489182216,pkdd:0.0932355911051,sadm:0.0887632385752,kelsi:0.0885170838251,dmo:0.0847562180018,mldm:0.0834755559491,sigkdd:0.0820612736592,ida:0.0775458835279,dmkdttt:0.0766330137262,admi:0.0729712128537,edm:0.0719860689093,tgis:0.0718909350843,webmine:0.0652003730843,mlg:0.0561110231444,inffus:0.0546475787159,biodatamining:0.0535763534141,ijbidm:0.0528286690556,ijdmb:0.0496383471826,dis:0.0484985116052,widm:0.046862701018,casdmkm:0.0437607229296,jecr:0.0397040108781,dolap:0.0384767362368,oir:0.0326929008542,csda:0.0325117983395,trs:0.0312324102857,grc:0.0310810167515,dawak:0.0303127999974,kdid:0.0170599918307,ijicte:0.0169661504568,jkm:0.0106991759872,fimi:0.00783504154225,ijkm:0.00523256775918,tsdm:0.00290317573855,itpro:0.0,dmdw:0.0,ipl:0.0,isjgp:0.0,classification:0.0,cinq:0.0,dmkd:0.0
Mayu Iwata-->webmine:0.359483139386,riao:0.337342758769,www:0.335870674539,cikm:0.268814510031,widm:0.226448770468,biodatamining:0.150374813394,minenet:0.120411522744,tgis:0.116896791057,ijbidm:0.112535787899,ausdm:0.109765580089,iat:0.108356896866,dmin:0.101908686889,icwsm:0.0988541532895,dexa:0.095206003003,icetet:0.0948299387737,ijdmmm:0.0729888314675,cidm:0.0716405604491,kais:0.0715910454704,dis:0.0709156520521,ijdmb:0.0631795370188,vdmb:0.0628931947416,oir:0.0625453879777,dasfaa:0.0596229746707,dolap:0.0572614020321,ijict:0.0560631445985,pakdd:0.0529317665029,pkdd:0.0511819992559,sigkdd:0.0471141519168,mldm:0.0457563704616,sadm:0.0417518948631,dmkd:0.040785839132,adma:0.0399288070465,admi:0.0397432065811,kdd:0.0391670147877,dawak:0.0391335677912,jecr:0.0383354027033,itpro:0.0371807957971,ijkedm:0.0345904103438,edm:0.0312844068749,tsdm:0.0305548085356,wkdd:0.0281677286225,dmo:0.0268516824681,classification:0.0257054658887,kdid:0.0243736056649,tkde:0.024304909491,ida:0.0238283291558,jaif:0.0226396218011,dmdw:0.0219797844829,inffus:0.0211283629474,vldb:0.0202403976453,icdm:0.01783316319,ideal:0.0172417169644,ijicte:0.0165000306944,trs:0.0152016720115,isjgp:0.0144731675487,csda:0.0109804923349,sdm:0.0108520476568,cinq:0.0105711928614,jkm:0.00912424319248,tkdd:0.00834522374952,casdmkm:0.00642451461363,ipl:0.00604605606954,dq:0.00544710047129,kelsi:0.00443851934518,aisadm:0.0,dw:0.0,datamine:0.0,ijkm:0.0,dmkdttt:0.0,fimi:0.0,mlg:0.0,grc:0.0,asunam:0.0,incdm:0.0
Marianne Winslett-->tkde:0.679415050352,dexa:0.670169097836,vldb:0.643555236798,dasfaa:0.613190296436,widm:0.583045783132,cikm:0.535825055756,dmkd:0.485007031109,tsdm:0.46267453671,kdid:0.460706126303,dawak:0.455467131215,dw:0.438890497551,kais:0.430427536995,dolap:0.429144228205,dmo:0.390676295254,cinq:0.334146123045,kdd:0.321535730707,www:0.313560094146,datamine:0.257717010163,sigkdd:0.237847112613,tkdd:0.229312430884,riao:0.226925315395,pakdd:0.225027721455,sdm:0.196176036992,icetet:0.189043605318,iat:0.171659271099,ijbidm:0.166883367539,fimi:0.161163067038,admi:0.160818642671,icdm:0.149103215957,pkdd:0.139902940485,ijict:0.139588211549,mldm:0.136139137936,oir:0.12882998603,sadm:0.127322189588,aisadm:0.108846003588,ausdm:0.108312688294,minenet:0.104366410136,dis:0.101521319732,adma:0.0985223264953,ijkedm:0.0959261597927,dmin:0.0927829650592,tgis:0.0926866204437,incdm:0.0887406197271,dq:0.0724476112031,dmdw:0.0627152157015,mlg:0.049831625383,wkdd:0.0415584756226,jaif:0.040323520779,ijdmmm:0.0399751961697,edm:0.0384523613886,ideal:0.0381963428765,ijicte:0.037707747781,casdmkm:0.0357205646668,jecr:0.0344904263064,cidm:0.0280590272272,isjgp:0.0270174916533,icwsm:0.0266218630191,inffus:0.022842165472,trs:0.0222826917318,webmine:0.0209449091018,ijdmb:0.0209438157103,ijkm:0.018746801277,grc:0.0176996817262,vdmb:0.0146647181507,ida:0.0141688396079,itpro:0.0121596013783,dmkdttt:0.00869317716927,ipl:0.00866687553157,kelsi:0.00852063883512,jkm:0.00679788681649,asunam:0.00451200266851,biodatamining:0.00279988651057,csda:0.0,classification:0.0
Giulio Rossetti-->asunam:0.404041871892,icwsm:0.396768207473,dmkdttt:0.229075283097,www:0.186690038099,isjgp:0.135991038217,kdd:0.106218014998,cikm:0.105991805324,dexa:0.104657418893,tkdd:0.101546285359,dmdw:0.101342076683,dawak:0.0998045546171,cidm:0.0768431924991,iat:0.0728737267534,datamine:0.0709679723646,ijbidm:0.0706234528533,admi:0.0696890754843,webmine:0.0675236280325,aisadm:0.0634763490957,widm:0.063029024468,dmin:0.0618957140305,icdm:0.0603772930915,edm:0.0599963657267,sigkdd:0.0591883112788,minenet:0.049365072021,mlg:0.0487051477475,adma:0.045677238993,itpro:0.0398743170115,oir:0.0381965423989,kais:0.0371407084554,kdid:0.0343159193559,sdm:0.0337066458592,ausdm:0.0326291495554,pkdd:0.0244928550215,pakdd:0.0241754007476,dasfaa:0.0229147494076,kelsi:0.0210521958965,tgis:0.0156843005136,ijicte:0.0125225387443,ijdmmm:0.0120780702296,dolap:0.011898275413,jkm:0.0110804148111,dw:0.00909122673263,jecr:0.00429191527875,cinq:0.00257878105441,classification:0.00232142158761,ipl:0.00170981934033,csda:0.0,vdmb:0.0,ijkm:0.0,tkde:0.0,mldm:0.0,biodatamining:0.0,ideal:0.0,ijict:0.0,dq:0.0,riao:0.0,ijkedm:0.0,icetet:0.0,vldb:0.0,wkdd:0.0,sadm:0.0,tsdm:0.0,inffus:0.0,dmkd:0.0,fimi:0.0,ijdmb:0.0,casdmkm:0.0,dmo:0.0,grc:0.0,incdm:0.0,trs:0.0,dis:0.0,jaif:0.0,ida:0.0
Joseph Lee-->ipl:0.414837290275,jkm:0.356508974869,ijkm:0.35572344887,icetet:0.18105632251,classification:0.178555672319,dmo:0.177159918397,jecr:0.166895450589,casdmkm:0.164114906971,dasfaa:0.161647751949,tkde:0.15464437772,dexa:0.154344967371,wkdd:0.139426247845,ijict:0.136873823112,edm:0.135139016577,ijdmmm:0.130799198219,aisadm:0.129402193806,ijicte:0.12724296585,dw:0.126731989226,vldb:0.122598061916,kelsi:0.114328712974,iat:0.105300998686,kais:0.100998087568,mlg:0.0970762325569,widm:0.0958007576926,dis:0.0942502015996,dmdw:0.0904575218108,cikm:0.0803454466913,tgis:0.0767112057895,ijbidm:0.0754462224341,pkdd:0.0734129650985,oir:0.0705317136204,ideal:0.0671215942684,incdm:0.0658318672339,dmin:0.0635786080572,ausdm:0.0634155289837,mldm:0.0628385961291,grc:0.061656083234,dawak:0.0614174474769,inffus:0.0613008210765,ijkedm:0.0606993889654,dolap:0.060431812892,jaif:0.0563185597751,sadm:0.0551404012599,itpro:0.0496793210422,admi:0.0458210635064,cinq:0.0445528083571,biodatamining:0.0430395396803,cidm:0.0378254112539,dmkd:0.0343546020148,www:0.0307585808424,csda:0.0304725307785,sigkdd:0.0288574054571,adma:0.0277868681981,ijdmb:0.0260232480787,webmine:0.0255888822854,minenet:0.0249487971608,trs:0.0247383966839,riao:0.0220727255944,kdid:0.0169513930891,dmkdttt:0.016387479883,icdm:0.0159139192406,pakdd:0.0157632658467,isjgp:0.0145372449249,asunam:0.0124850395043,icwsm:0.0117155228673,datamine:0.0,vdmb:0.0,tkdd:0.0,kdd:0.0,dq:0.0,tsdm:0.0,sdm:0.0,fimi:0.0,ida:0.0
Sung-Hyon Myaeng-->webmine:0.618876574395,icwsm:0.438486262889,www:0.426465557627,riao:0.382057558351,cikm:0.310232158838,widm:0.308179486758,asunam:0.278800661995,minenet:0.266759720486,biodatamining:0.246120374591,ausdm:0.209139400086,tkdd:0.194744167617,sadm:0.178721181007,kais:0.163058968782,dmin:0.156918024311,sigkdd:0.152239084311,datamine:0.14762761359,dmo:0.141234235527,iat:0.13939650845,kdd:0.139313645582,oir:0.139001443976,adma:0.135824868644,pkdd:0.129363481596,edm:0.123284281134,tsdm:0.12188898643,vdmb:0.115611327318,ijbidm:0.115463988446,dis:0.112089927941,pakdd:0.110339626597,admi:0.109470052218,dexa:0.1048566516,ijicte:0.0927838801848,aisadm:0.0915499012011,icdm:0.0913343727009,dawak:0.0851899754648,cidm:0.0849807054956,ida:0.0844581932004,tgis:0.0839897564998,incdm:0.0835240890601,jecr:0.0821422238964,inffus:0.0774292268957,dasfaa:0.0720908572939,kelsi:0.0711593244368,classification:0.0694573039124,ijdmmm:0.0657128790077,isjgp:0.0636417171768,ijict:0.0612907762032,ijkedm:0.0604361549231,sdm:0.0601033386004,dmkd:0.0585985770638,jaif:0.0556180319578,icetet:0.0552834659555,wkdd:0.0550862913476,dq:0.0524878275576,mlg:0.0444869510755,cinq:0.0419578439086,kdid:0.0399249336289,itpro:0.037709166343,dolap:0.0284111258512,dmkdttt:0.0270951971279,tkde:0.0269687076228,ideal:0.0250220168165,mldm:0.0245300911849,ijdmb:0.022037292025,vldb:0.0211998119932,fimi:0.0211021951804,jkm:0.0180872897026,grc:0.013777656473,csda:0.0117806369642,ijkm:0.0104983268681,dw:0.00617021040282,casdmkm:0.00608881096766,dmdw:0.0,ipl:0.0,trs:0.0
Su-Cheng Haw-->dmdw:0.679031865296,dolap:0.435288073772,riao:0.20596782089,ijbidm:0.183157439307,icetet:0.180457564116,dmkdttt:0.180206984993,dawak:0.172917089571,dw:0.168850292532,dmo:0.162334645363,iat:0.138339124835,dexa:0.135617919214,vldb:0.119110095884,wkdd:0.0907045729692,ijkedm:0.0823000913502,kelsi:0.0728408500054,jaif:0.0698780624371,aisadm:0.0679251197693,dasfaa:0.0641292686543,oir:0.0510771991561,admi:0.0459394199399,cikm:0.0386436599038,ausdm:0.0369869844299,jecr:0.0357902852686,edm:0.0320185616076,webmine:0.030578072599,ideal:0.0302066763485,www:0.0287695690866,classification:0.0249408369662,adma:0.024650641372,tkdd:0.0223907591204,ijdmmm:0.0202227220868,ijicte:0.0196097202513,pakdd:0.0180873358289,icwsm:0.017880379626,grc:0.015248279449,mlg:0.0104967030575,asunam:0.00938293310298,itpro:0.0,icdm:0.0,sigkdd:0.0,ipl:0.0,datamine:0.0,csda:0.0,vdmb:0.0,pkdd:0.0,ijkm:0.0,tkde:0.0,mldm:0.0,isjgp:0.0,biodatamining:0.0,kdd:0.0,ijict:0.0,dq:0.0,tgis:0.0,sadm:0.0,jkm:0.0,tsdm:0.0,inffus:0.0,dmin:0.0,cinq:0.0,cidm:0.0,dmkd:0.0,sdm:0.0,minenet:0.0,fimi:0.0,ijdmb:0.0,widm:0.0,kais:0.0,casdmkm:0.0,kdid:0.0,incdm:0.0,trs:0.0,dis:0.0,ida:0.0
Mirek Riedewald-->kelsi:0.77928800641,biodatamining:0.65949271849,dis:0.539749060062,ijdmb:0.511689565436,vdmb:0.493831915124,incdm:0.491952382924,cinq:0.480986891605,ijkedm:0.449957363882,ausdm:0.429300164639,edm:0.417229371499,kdid:0.395401277099,aisadm:0.374439817068,trs:0.336428293239,ijbidm:0.300833727901,ida:0.292167818669,grc:0.289025796698,casdmkm:0.282555300713,admi:0.261369863295,sigkdd:0.248518960397,adma:0.245519206438,widm:0.243377064342,dmo:0.233289580657,kais:0.224608577619,ijdmmm:0.221848619285,dmin:0.217415485005,tsdm:0.207206896794,pakdd:0.202811743341,ideal:0.198040529154,mlg:0.196054237429,cidm:0.194121379687,ijict:0.166028139127,pkdd:0.151385787842,sadm:0.151026849664,datamine:0.149142347151,mldm:0.147600551762,kdd:0.140146282573,wkdd:0.139349474101,iat:0.126376402173,icetet:0.1261435817,dasfaa:0.110674545136,icdm:0.110303714325,tkdd:0.0996566184018,dmkd:0.0953563793297,dawak:0.0912160166489,oir:0.0892811127153,vldb:0.0890711268799,dexa:0.0856445856785,tkde:0.0845523809322,jaif:0.0819609587651,ijicte:0.0808592293487,inffus:0.0742832355168,dmkdttt:0.0729835301809,dw:0.0681082350223,dmdw:0.0515320888564,cikm:0.0508130628685,icwsm:0.0507225649792,sdm:0.0497742958501,tgis:0.0480077098965,ijkm:0.0423297884136,asunam:0.0405863471063,www:0.0405253752482,isjgp:0.0360942277516,dolap:0.031089339905,minenet:0.0266945010207,jkm:0.0260629654771,fimi:0.0197004744184,riao:0.0181882528143,webmine:0.0148498086789,classification:0.0127092931098,itpro:0.0103470996049,ipl:0.00494962022238,csda:0.0,dq:0.0,jecr:0.0
